TIMESTAMP,AirTC_Avg,RH_Avg,Rain_mm_Tot,BP_kPa_Avg,WindDir,WS_ms_Avg,PARTotin_Avg
TS,degC,%,mm,kPa,degrees,m/s,micromol/m2/s
06/02/2020 6.30,20.25226,100,0,98.48253,224,0.196,-0.05570127
06/02/2020 7.00,20.18614,100,0,98.51626,195,0.23,7.937524
06/02/2020 7.30,20.37305,100,0,98.54449,268,0.283,79.87599
06/02/2020 8.00,20.66562,100,0,87.0844,163,0.486,239.4609
06/02/2020 8.30,21.38626,99.94711,0,98.21978,142,0.372,408.7372
06/02/2020 9.00,22.72751,95.8765,0,98.61159,175,0.425,626.9008
06/02/2020 9.30,24.23236,90.46928,0,98.63534,184,0.735,866.7158
06/02/2020 10.00,26.10529,78.85129,0,98.66629,106,1.683,820.1087
06/02/2020 10.30,26.22604,74.99844,0,98.677,57,1.435,477.745
06/02/2020 11.00,26.70045,71.30663,0,98.67354,207,1.775,1140.708
06/02/2020 11.30,27.71484,65.43105,0,98.65424,77,2.761,1608.87
06/02/2020 12.00,28.51326,60.6029,0,98.62469,37,2.855,1799.086
06/02/2020 12.30,28.52243,57.99062,0,98.59793,71,1.779,1185.389
06/02/2020 13.00,28.91276,52.75579,0,98.55946,55,3.299,1880.728
06/02/2020 13.30,29.33039,50.17885,0,98.5309,42,2.946,1690.857
06/02/2020 14.00,30.02428,47.47164,0,98.48893,61,2.788,1884.236
06/02/2020 14.30,29.82438,48.86373,0,98.45004,91,2.892,1586.047
06/02/2020 15.00,29.82764,50.59037,0,111.3504,69,2.9,1389.577
06/02/2020 15.30,29.57039,52.41483,0,99.1356,6,2.227,1199.738
06/02/2020 16.00,29.6245,51.76334,0,98.38706,55,2.77,1060.366
06/02/2020 16.30,29.73762,51.2963,0,113.5566,79,1.831,1035.902
06/02/2020 17.00,29.49916,51.63836,0,98.40683,59,2.373,774.0506
06/02/2020 17.30,29.34579,52.46503,0,98.37095,84,2.104,556.5698
06/02/2020 18.00,28.18675,59.65921,0,98.39282,44,2.367,220.0217
06/02/2020 18.30,26.42462,70.48972,0,98.42514,96,2.307,91.2719
06/02/2020 19.00,25.6912,70.70583,0,98.45319,4,1.508,6.708934
06/02/2020 19.30,25.4364,71.02639,0,98.46682,79,0.668,-0.2784107
06/02/2020 20.00,25.10664,73.19552,0,92.08615,48,0.37,-0.2227385
06/02/2020 20.30,24.66084,76.31886,0,93.67466,113,0.393,-0.2227457
06/02/2020 21.00,23.8537,81.48016,0,98.48246,277,0.251,-0.3898222
06/02/2020 21.30,23.37538,85.07419,0,98.51879,294,0.418,-0.19492
06/02/2020 22.00,23.0517,87.11037,0,98.5341,281,0.174,-0.0278473
06/02/2020 22.30,22.41816,91.34774,0,98.54958,278,0.227,-0.1949323
06/02/2020 23.00,21.87058,95.52248,0,98.55871,167,0.494,-0.1670911
06/02/2020 23.30,21.62509,96.14792,0,98.55804,225,0.362,-0.1392457
07/02/2020 0.00,21.33657,97.65205,0,98.5515,NAN,0.34,-0.1392497
07/02/2020 0.30,21.2754,97.57246,0,98.53393,166,0.19,-1.36E-06
07/02/2020 1.00,21.00698,98.84617,0,98.51393,229,0.319,-0.1949549
07/02/2020 1.30,20.87501,99.66552,0,98.49118,140,0.294,-0.2228077
07/02/2020 2.00,20.61649,99.9882,0,98.46592,271,0.283,-0.2785111
07/02/2020 2.30,20.49523,99.99989,0,98.44203,282,0.174,-0.2785135
07/02/2020 3.00,20.45488,100,0,98.42252,132,0.192,-0.1392582
07/02/2020 3.30,20.32217,100,0,98.40793,257,0.302,-0.05570323
07/02/2020 4.00,20.20527,100,0,98.394,256,0.323,-0.1949623
07/02/2020 4.30,20.03941,100,0,98.39674,35,0.157,-0.2785175
07/02/2020 5.00,20.0033,100,0,98.4105,264,0.153,0.08355522
07/02/2020 5.30,19.95559,100,0,98.4201,174,0.137,-0.3063712
07/02/2020 6.00,19.87311,100,0,98.43014,271,0.135,-0.05570396
07/02/2020 6.30,19.80071,100,0,98.43175,242,0.206,-0.2506688
07/02/2020 7.00,19.63877,99.99995,0,98.45912,125,0.311,8.188554
07/02/2020 7.30,19.82241,100,0,98.49503,263,0.196,41.36045
07/02/2020 8.00,19.93671,100,0,90.93279,119,0.36,167.8257
07/02/2020 8.30,20.92319,100,0,97.19332,249,0.589,493.2881
07/02/2020 9.00,23.34155,92.50204,0,98.56461,66,0.727,712.7614
07/02/2020 9.30,25.53043,80.31458,0,98.5848,183,1.158,958.4589
07/02/2020 10.00,26.32068,76.15308,0,98.59482,82,1.927,1187.478
07/02/2020 10.30,26.88777,72.08519,0,98.60058,22,2.074,1405.672
07/02/2020 11.00,27.4034,68.39873,0,98.59336,70,2.615,1591.972
07/02/2020 11.30,28.02815,67.57927,0,98.57785,223,1.696,1567.239
07/02/2020 12.00,28.16865,67.47211,0,98.55482,13,1.051,1579.864
07/02/2020 12.30,28.57476,63.57667,0,98.51934,3,1.591,1651.342
07/02/2020 13.00,28.43029,64.30858,0,98.48867,63,1.584,1201.121
07/02/2020 13.30,28.52725,65.82919,0,98.45818,47,1.353,1463.22
07/02/2020 14.00,28.85026,65.34982,0,98.42973,27,1.404,887.4554
07/02/2020 14.30,29.07572,64.93521,0,98.38779,52,1.384,1401.77
07/02/2020 15.00,28.98786,63.96855,0,98.35723,46,1.154,1237.338
07/02/2020 15.30,29.35168,62.81883,0,98.33078,27,1.413,1471.356
07/02/2020 16.00,29.39807,62.20974,0,98.30972,153,1.296,1268.739
07/02/2020 16.30,29.55367,61.56593,0,98.29373,205,1.342,1081.617
07/02/2020 17.00,28.7809,65.46972,0,98.30439,25,1.367,570.6329
07/02/2020 17.30,28.25122,67.12336,0,98.31433,31,1.631,566.295
07/02/2020 18.00,27.71727,67.97297,0,98.33207,128,1.431,265.4448
07/02/2020 18.30,26.82846,69.70507,0,98.36122,224,1.164,95.39086
07/02/2020 19.00,26.18067,70.20957,0,98.38565,304,0.894,14.47533
07/02/2020 19.30,25.52517,72.2782,0,98.40731,91,0.588,-0.1670431
07/02/2020 20.00,25.12543,74.6974,0,98.41981,51,0.321,-0.05568427
07/02/2020 20.30,24.50011,79.10062,0,98.43896,177,0.376,-0.3619642
07/02/2020 21.00,23.77906,84.02275,0,98.45664,152,0.372,-0.3062825
07/02/2020 21.30,23.08825,89.17673,0,98.48465,112,0.284,-0.1392242
07/02/2020 22.00,23.16982,87.51108,0,98.50915,246,0.163,-0.2227707
07/02/2020 22.30,22.62567,92.07893,0,98.51574,224,0.18,-0.08353874
07/02/2020 23.00,22.31517,93.61783,0,98.68806,161,0.136,-0.1128534
07/02/2020 23.30,22.58703,92.00706,0,98.53484,190,0.17,-0.2227818
08/02/2020 0.00,22.39064,93.15268,0,98.52446,8,0.195,0.0278479
08/02/2020 0.30,22.44779,92.42254,0,98.50965,75,0.305,-0.1949366
08/02/2020 1.00,22.05303,94.99157,0,98.49295,135,0.297,-0.08354585
08/02/2020 1.30,21.68864,97.8764,0,98.48394,157,0.185,-0.05569683
08/02/2020 2.00,22.61213,92.84436,0,98.46037,288,0.181,-0.08354385
08/02/2020 2.30,22.06136,96.02579,0,98.43342,154,0.275,-0.2506291
08/02/2020 3.00,21.82388,98.06352,0,98.41154,287,0.563,-0.5012566
08/02/2020 3.30,21.84741,98.46288,0.202,98.39266,223,0.287,-0.3341725
08/02/2020 4.00,21.74196,99.06906,0,98.37596,90,0.218,-0.2784782
08/02/2020 4.30,21.64832,99.40006,0,98.36067,209,0.328,-0.3898764
08/02/2020 5.00,21.48534,99.85751,0,98.37101,269,0.4,-0.055695
08/02/2020 5.30,21.42278,99.95027,0,98.37127,248,0.257,-0.08354534
08/02/2020 6.00,21.38972,100,0,98.37817,107,0.191,-0.1670909
08/02/2020 6.30,21.33805,100,0,98.39868,146,0.395,-2.13E-07
08/02/2020 7.00,21.34068,100,0,98.42809,261,0.347,4.483559
08/02/2020 7.30,21.34481,100,0,98.46574,159,0.131,33.64075
08/02/2020 8.00,21.5544,99.97517,0,99.53893,218,0.414,91.16153
08/02/2020 8.30,21.92659,99.9987,0,98.54012,127,0.576,254.7466
08/02/2020 9.00,22.76653,98.97022,0,98.55179,196,0.558,432.1676
08/02/2020 9.30,24.12766,92.26862,0,98.5765,20,0.592,840.4438
08/02/2020 10.00,25.04119,86.69467,0,98.59395,96,0.721,802.9074
08/02/2020 10.30,25.30969,85.65641,0,98.60348,37,1.16,615.9309
08/02/2020 11.00,25.35479,84.25383,0,98.58848,149,0.729,762.504
08/02/2020 11.30,26.28894,81.4817,0,98.57129,97,0.651,1174.399
08/02/2020 12.00,26.63616,81.03506,0,98.54651,110,0.941,737.8914
08/02/2020 12.30,27.40894,78.25283,0,98.51341,129,1.605,1227.097
08/02/2020 13.00,26.42355,83.74968,1.818,99.95094,69,1.456,619.8848
08/02/2020 13.30,24.82211,94.09061,2.424,98.55418,311,1.293,391.5147
08/02/2020 14.00,24.68585,94.70464,0.404,98.43455,129,0.619,771.1907
08/02/2020 14.30,26.41529,90.07823,0,98.3881,93,0.812,1187.513
08/02/2020 15.00,26.07585,91.3571,0.606,98.35692,150,1.443,363.5418
08/02/2020 15.30,24.89907,92.04587,1.01,98.33919,83,0.807,352.7318
08/02/2020 16.00,25.31674,91.56176,0.202,98.318,345,0.89,434.7182
08/02/2020 16.30,26.14145,88.45265,0,98.58515,133,0.622,816.9687
08/02/2020 17.00,26.74946,84.97115,0,98.31979,188,1.129,592.8708
08/02/2020 17.30,26.43027,83.17309,0,95.12172,34,1.104,297.0802
08/02/2020 18.00,26.13742,83.25735,0,95.96118,95,1.07,175.6201
08/02/2020 18.30,25.94774,82.60713,0,98.38226,212,0.962,64.44236
08/02/2020 19.00,25.58798,83.50084,0,98.39945,83,1.042,5.511866
08/02/2020 19.30,25.30785,83.94592,0,98.42004,44,0.755,-0.3062299
08/02/2020 20.00,24.88031,86.16519,0,98.46122,74,0.351,-0.3340813
08/02/2020 20.30,24.69366,87.17858,0,98.49399,71,0.508,-0.2505675
08/02/2020 21.00,24.5329,88.09549,0,98.52238,55,0.52,-0.08352476
08/02/2020 21.30,24.60542,87.8321,0,98.55143,61,0.767,-0.3341022
08/02/2020 22.00,24.4261,88.52489,0,98.57551,340,0.434,-0.2784202
08/02/2020 22.30,23.89732,91.15499,0,98.5963,67,0.37,-0.1948965
08/02/2020 23.00,23.60005,92.80331,0,98.60627,152,0.254,-0.1392127
08/02/2020 23.30,23.19825,95.36589,0,98.6069,173,0.181,-0.3619563
09/02/2020 0.00,23.15782,94.88924,0,98.59446,289,0.191,-0.250589
09/02/2020 0.30,22.83622,97.42397,0,98.57908,245,0.169,-0.1392179
09/02/2020 1.00,22.63106,98.57357,0,98.56031,75,0.177,-0.1949066
09/02/2020 1.30,22.45935,99.01421,0,98.5388,163,0.262,-0.3062868
09/02/2020 2.00,22.30431,99.91764,0,98.51576,146,0.256,-0.08353286
09/02/2020 2.30,22.16203,100,0,98.49251,8,0.157,-3.16E-07
09/02/2020 3.00,22.07747,100,0,98.46556,112,0.156,-0.2506069
09/02/2020 3.30,21.99255,100,0,98.44449,38,0.394,-0.2227625
09/02/2020 4.00,21.87745,100,0,98.42102,NAN,0.142,-0.05569088
09/02/2020 4.30,21.80911,99.99998,0,98.4226,49,0.208,-0.6126036
09/02/2020 5.00,21.79485,100,0,98.43762,273,0.192,-0.1949181
09/02/2020 5.30,21.8254,100,0,98.45513,129,0.223,-0.2227635
09/02/2020 6.00,21.78941,100,0,98.4853,246,0.307,-0.2784543
09/02/2020 6.30,21.81899,100,0,98.50596,29,0.11,-0.1670723
09/02/2020 7.00,21.82229,100,0,98.52627,240,0.269,2.506064
09/02/2020 7.30,21.78327,100,0,98.5589,150,0.154,26.0352
09/02/2020 8.00,21.89856,100,0,98.58579,NAN,0.181,79.9436
09/02/2020 8.30,22.1053,100,0,98.61619,NAN,0.325,137.469
09/02/2020 9.00,22.55492,100,0,98.64382,252,0.423,321.8152
09/02/2020 9.30,23.25989,96.581,0,92.11018,44,0.406,469.6594
09/02/2020 10.00,24.97079,89.24185,0,98.67473,80,0.455,778.0198
09/02/2020 10.30,25.91446,83.84406,0,98.70269,95,1.614,886.6302
09/02/2020 11.00,26.60606,78.03349,0,98.70787,86,3.099,1190.906
09/02/2020 11.30,26.98083,76.2405,0,98.70808,168,2.474,1239.75
09/02/2020 12.00,27.65323,70.06738,0,98.70211,234,2.798,1450.504
09/02/2020 12.30,27.91243,69.33948,0,98.68022,45,1.905,1173.666
09/02/2020 13.00,28.7434,66.44962,0,98.64767,87,1.777,1715.034
09/02/2020 13.30,28.56807,64.91752,0,98.61477,49,1.81,1086.216
09/02/2020 14.00,29.25766,62.00405,0,98.57535,311,1.341,1419.935
09/02/2020 14.30,29.13568,63.54397,0,98.53499,68,1.308,1035.164
09/02/2020 15.00,29.50203,62.1637,0,98.49886,23,1.18,1149.659
09/02/2020 15.30,29.06893,64.51551,0,98.47878,21,1.244,815.5967
09/02/2020 16.00,27.38236,74.21008,0.202,98.47555,42,1.011,162.0789
09/02/2020 16.30,26.56404,77.63238,0,98.48372,60,1.426,350.7633
09/02/2020 17.00,26.84935,79.51315,0,98.49043,107,0.664,390.4819
09/02/2020 17.30,26.49797,79.49566,0.404,98.49931,43,2.248,309.3908
09/02/2020 18.00,24.02659,90.62435,0.202,98.51427,72,0.607,93.78318
09/02/2020 18.30,23.67943,94.17747,0,98.52097,75,0.421,42.92952
09/02/2020 19.00,24.26991,88.05369,0,98.53125,76,0.549,6.180949
09/02/2020 19.30,23.22754,96.98753,0,98.8213,163,0.208,-0.1949053
09/02/2020 20.00,23.32537,95.05386,0,98.59157,160,0.383,-0.05568802
09/02/2020 20.30,24.16947,90.20271,0,98.58855,11,0.346,-0.3062841
09/02/2020 21.00,24.31862,89.41586,0,98.60239,359,0.32,-0.4176585
09/02/2020 21.30,23.64,94.29836,0,98.62735,239,0.219,-0.05568715
09/02/2020 22.00,23.05377,98.30168,0,107.4698,95,0.424,-0.361966
09/02/2020 22.30,22.7847,99.79377,0,98.8109,107,0.241,-0.278443
09/02/2020 23.00,22.60097,99.65189,0,98.66018,NAN,0.117,-0.3062961
09/02/2020 23.30,22.45443,99.87927,0,98.66587,336,0.164,-0.1670731
10/02/2020 0.00,22.45111,99.81276,0,98.9261,143,0.131,-0.2542763
10/02/2020 0.30,22.41212,99.82645,0,98.65724,247,0.242,-0.2785026
10/02/2020 1.00,22.3825,100,0,98.63193,331,0.34,-0.1670742
10/02/2020 1.30,22.32372,100,0,99.88066,253,0.194,-0.3351031
10/02/2020 2.00,22.26801,100,0,98.61486,152,0.272,-0.1392759
10/02/2020 2.30,22.17824,100,0,98.57642,256,0.241,-0.2510592
10/02/2020 3.00,22.10185,100,0,98.54592,191,0.189,-0.3065117
10/02/2020 3.30,21.98789,99.99993,0,98.52834,63,0.199,-0.1949197
10/02/2020 4.00,21.91414,100,0,98.51418,40,0.178,-0.2227684
10/02/2020 4.30,21.85868,100,0,98.50266,269,0.127,-0.1113846
10/02/2020 5.00,21.79295,100,0,98.50777,116,0.258,0.08353845
10/02/2020 5.30,21.7652,100,0,98.50884,168,0.231,-0.2227687
10/02/2020 6.00,21.72072,100,0,98.51924,80,0.24,-0.1670767
10/02/2020 6.30,21.73378,100,0,98.53401,172,0.289,-0.1113842
10/02/2020 7.00,21.69356,100,0,98.55182,108,0.212,5.875491
10/02/2020 7.30,21.69063,100,0,98.57136,67,0.17,32.2177
10/02/2020 8.00,21.91844,100,0,98.59282,180,0.364,87.62968
10/02/2020 8.30,22.25074,100,0,98.62686,184,0.283,259.7332
10/02/2020 9.00,23.07916,100,0,98.67002,183,0.277,444.7616
10/02/2020 9.30,23.70552,99.79337,0,98.69438,204,0.395,566.3782
10/02/2020 10.00,24.80105,94.95633,0.202,98.70443,229,0.458,715.5955
10/02/2020 10.30,26.27799,87.74557,0,98.70595,275,0.713,983.4762
10/02/2020 11.00,26.72961,84.31802,0,98.70072,46,0.674,722.1191
10/02/2020 11.30,26.63003,84.56535,0,98.69619,185,0.758,569.5435
10/02/2020 12.00,26.13096,88.9879,0.202,98.67782,26,0.527,760.0934
10/02/2020 12.30,27.27476,83.8633,0,98.63638,144,0.847,1534.725
10/02/2020 13.00,28.10566,79.51842,0,98.59229,123,0.761,1113.216
10/02/2020 13.30,27.35116,85.42667,0,98.5582,44,1.211,715.1999
10/02/2020 14.00,24.94841,94.33202,7.474,98.54517,16,1.163,393.2741
10/02/2020 14.30,25.58015,94.68872,0,99.38066,278,0.698,1062.112
10/02/2020 15.00,27.064,89.26325,0,98.44546,NAN,1.155,1379.796
10/02/2020 15.30,25.29994,95.53573,22.62,98.44814,339,1.83,165.2926
10/02/2020 16.00,24.14143,98.24326,18.79,98.45013,225,1.113,135.7803
10/02/2020 16.30,23.82063,98.23975,2.828,98.44244,89,0.809,88.86347
10/02/2020 17.00,23.91449,99.80229,5.454,98.43984,56,0.931,83.41161
10/02/2020 17.30,23.78214,99.74526,1.212,98.4548,87,1.195,72.2767
10/02/2020 18.00,23.61304,99.28206,0.808,98.45396,40,0.757,36.91845
10/02/2020 18.30,23.59041,99.09676,0,98.45488,231,0.299,16.92809
10/02/2020 19.00,23.66876,98.34289,0.202,98.4778,274,0.458,1.837601
10/02/2020 19.30,23.54703,99.55235,0,98.50142,144,0.473,-0.4176383
10/02/2020 20.00,23.45374,99.98222,0,98.51132,253,0.254,-0.2227399
10/02/2020 20.30,23.36871,100,0,98.53002,91,0.325,-0.3062668
10/02/2020 21.00,23.38193,100,0,98.5479,280,0.286,-0.1392109
10/02/2020 21.30,23.3287,100,0,98.57048,225,0.106,-0.4176351
10/02/2020 22.00,23.30665,100,0,98.5853,168,0.153,-0.4454731
10/02/2020 22.30,23.322,100,0,98.58906,NAN,0.135,-0.3341035
10/02/2020 23.00,23.29828,100,0,98.58676,267,0.273,-0.1113664
10/02/2020 23.30,23.25988,100,0,98.58432,99,0.353,-0.1670499
11/02/2020 0.00,23.24829,100,0.404,98.57702,NAN,0.178,-0.3897876
11/02/2020 0.30,23.25789,100,0,98.56899,156,0.152,-0.2227344
11/02/2020 1.00,23.23994,100,0,92.59734,326,0.238,-0.3104947
11/02/2020 1.30,23.16016,100,0,98.4249,280,0.234,-0.2227553
11/02/2020 2.00,23.16471,100,0,98.5019,276,0.218,-0.3062592
11/02/2020 2.30,23.18643,100,0.202,98.47678,280,0.307,-0.3062581
11/02/2020 3.00,23.16385,100,1.01,98.45434,88,0.193,-0.05568276
11/02/2020 3.30,23.15668,100,3.838,98.4517,20,0.659,-0.1670497
11/02/2020 4.00,23.13993,100,0,98.43162,234,0.216,-0.3897802
11/02/2020 4.30,23.13696,100,0.202,98.41914,105,0.274,-0.3340958
11/02/2020 5.00,23.23563,100,0.202,98.41562,307,0.194,-0.1670469
11/02/2020 5.30,23.26765,100,0,99.22794,138,0.191,-0.3398625
11/02/2020 6.00,23.33946,100,0,98.55762,67,0.253,-0.1673024
11/02/2020 6.30,23.31557,100,0,98.43575,165,0.283,-0.3340923
11/02/2020 7.00,23.21961,100,0,98.46445,44,0.145,7.210806
11/02/2020 7.30,23.19773,100,0.202,98.48856,108,0.199,21.57658
11/02/2020 8.00,23.26439,100,0,98.50635,275,0.152,79.98599
11/02/2020 8.30,23.812,100,0,98.5301,205,0.515,446.0473
11/02/2020 9.00,25.04692,97.48731,0,98.56264,87,0.532,677.2941
11/02/2020 9.30,26.13485,88.61012,0,98.57848,18,1.324,916.7292
11/02/2020 10.00,26.18833,86.2869,0,98.59974,54,2.202,579.216
11/02/2020 10.30,26.90041,83.8975,0,103.2911,119,1.123,978.2707
11/02/2020 11.00,26.91731,84.11049,0,98.62666,147,1,599.7219
11/02/2020 11.30,26.74558,84.99699,0.202,98.61783,81,1.277,434.9048
11/02/2020 12.00,26.05337,90.37443,0,98.60345,23,0.963,782.4865
11/02/2020 12.30,25.72723,91.11604,2.626,98.5826,169,1.149,695.6666
11/02/2020 13.00,26.72841,88.87391,0,98.54553,272,0.857,1725.968
11/02/2020 13.30,27.77022,81.10585,0,98.48875,70,1.368,1313.065
11/02/2020 14.00,25.56696,92.87733,1.616,98.55723,39,1.654,703.2394
11/02/2020 14.30,26.08283,88.95225,0,98.4164,93,0.718,430.3104
11/02/2020 15.00,26.18537,89.4171,0,98.93692,262,0.371,393.9468
11/02/2020 15.30,26.43718,90.79603,0.202,98.36998,283,0.486,321.2997
11/02/2020 16.00,24.16202,95.47018,6.464,98.33547,334,1.654,183.8363
11/02/2020 16.30,23.78709,97.00882,0.404,98.32362,72,1.017,139.3201
11/02/2020 17.00,23.81889,97.63706,0.404,98.32502,129,0.749,111.0482
11/02/2020 17.30,24.04956,97.6562,0,98.31542,10,0.433,131.9024
11/02/2020 18.00,24.13154,98.36565,0,98.31088,111,0.49,114.9205
11/02/2020 18.30,24.20784,99.75009,0,98.32093,38,0.561,64.36384
11/02/2020 19.00,24.18559,98.25973,0.202,98.33403,192,1.046,4.064448
11/02/2020 19.30,24.08725,97.41745,0,98.34282,87,0.61,-0.2227126
11/02/2020 20.00,23.94689,97.599,0,98.3619,81,0.68,-0.08351779
11/02/2020 20.30,23.85122,97.4058,0,98.36807,310,0.558,-0.2505575
11/02/2020 21.00,23.6975,98.83879,0,98.40353,99,0.346,-0.2783982
11/02/2020 21.30,23.59313,99.08655,0,98.44768,249,0.547,-0.1948783
11/02/2020 22.00,23.59342,98.97449,0,98.61965,276,0.337,-0.1138914
11/02/2020 22.30,23.57521,98.84904,0,98.53746,266,0.349,-0.306415
11/02/2020 23.00,23.48484,99.13116,0,98.53754,73,0.262,-0.222719
11/02/2020 23.30,23.43366,99.96606,1.212,98.53169,146,0.451,-0.2227175
12/02/2020 0.00,23.38905,99.8102,0,98.53784,300,0.312,-6.16E-08
12/02/2020 0.30,23.38652,98.21941,0,99.69654,270,0.276,-0.2247784
12/02/2020 1.00,23.4583,96.58244,0,98.50316,199,0.281,-0.2506013
12/02/2020 1.30,23.02749,99.14858,0,90.83731,108,0.385,-0.0831181
12/02/2020 2.00,22.78803,99.99593,0,97.50646,190,0.222,-0.2229006
12/02/2020 2.30,22.72721,100,0,98.41441,242,0.307,-0.2784091
12/02/2020 3.00,22.63449,100,0,98.38964,280,0.39,-0.1113637
12/02/2020 3.30,22.72756,99.33726,0,98.36681,279,0.422,-0.08352238
12/02/2020 4.00,22.90719,97.39126,0,84.63338,144,0.367,-0.2784102
12/02/2020 4.30,22.70565,97.99643,0,98.17105,41,0.408,-0.3062526
12/02/2020 5.00,22.44694,99.67322,0,98.39834,160,0.232,-0.2505711
12/02/2020 5.30,22.298,100,0,98.42135,273,0.287,-0.2784123
12/02/2020 6.00,22.2841,100,0,98.43326,182,0.216,-0.1392053
12/02/2020 6.30,22.29015,100,0,98.43874,167,0.209,-0.1948866
12/02/2020 7.00,22.25888,100,0,98.43696,181,0.298,8.10166
12/02/2020 7.30,22.1976,100,0,98.4603,334,0.319,70.96632
12/02/2020 8.00,22.65434,100,0,98.47045,246,0.174,212.6468
12/02/2020 8.30,22.77011,100,0,98.49595,217,0.545,261.5454
12/02/2020 9.00,23.32556,99.98927,0,98.54077,184,0.303,360.3258
12/02/2020 9.30,23.52855,99.32629,0,98.5866,111,0.659,166.735
12/02/2020 10.00,23.44994,98.21844,0.404,98.62242,127,1.802,256.7002
12/02/2020 10.30,23.23439,99.36456,0,98.6349,87,0.977,199.3948
12/02/2020 11.00,23.62001,99.79417,0.404,98.64122,249,0.801,711.027
12/02/2020 11.30,24.82707,95.1178,0,98.6184,55,0.718,690.9785
12/02/2020 12.00,26.01484,86.92011,0,98.57249,67,1.615,1396.183
12/02/2020 12.30,26.62489,81.15141,0,98.54388,145,1.586,1116.174
12/02/2020 13.00,27.39169,77.13369,0,98.50251,88,1.308,1452.159
12/02/2020 13.30,27.43534,78.65183,0,98.4709,74,1.067,666.2828
12/02/2020 14.00,26.70774,80.41467,0,98.43814,81,2.134,1050.802
12/02/2020 14.30,27.19907,79.03247,0,98.39555,94,2.247,846.6858
12/02/2020 15.00,26.72656,82.13007,0,98.37268,52,1.041,756.4162
12/02/2020 15.30,27.26089,79.81904,0,98.34754,78,0.82,489.772
12/02/2020 16.00,27.16201,81.80341,0,98.32894,246,0.416,444.0232
12/02/2020 16.30,27.6742,79.82681,0,98.30332,69,0.776,569.3842
12/02/2020 17.00,26.78248,81.79933,0,89.90989,52,1.074,262.5163
12/02/2020 17.30,26.44125,86.52531,0,98.19943,185,0.57,218.5631
12/02/2020 18.00,26.03518,89.03545,0,98.2969,262,0.235,103.4469
12/02/2020 18.30,25.6728,88.48193,0,98.30412,168,0.149,62.84481
12/02/2020 19.00,25.11978,90.14043,0,98.32326,180,0.152,8.934394
12/02/2020 19.30,25.14186,87.29855,0,98.33902,24,0.391,-0.2226799
12/02/2020 20.00,25.21178,85.24574,0,98.36075,50,0.484,-0.4175385
12/02/2020 20.30,24.77283,88.14928,0,98.38321,131,0.653,-0.08350897
12/02/2020 21.00,24.32337,89.03406,0,98.41044,237,0.498,-0.1670238
12/02/2020 21.30,24.04799,90.06532,0,98.43559,34,0.234,-0.2783826
12/02/2020 22.00,23.65512,92.24387,0,98.46635,272,0.233,-0.2227091
12/02/2020 22.30,23.57819,91.74203,0,98.48502,257,0.337,-0.1670362
12/02/2020 23.00,23.99048,88.9016,0,98.49685,293,0.34,-0.2227162
12/02/2020 23.30,24.26347,87.57874,0,98.49893,94,0.385,-0.1113572
13/02/2020 0.00,23.75485,92.4499,0,98.50173,164,0.422,-0.2505521
13/02/2020 0.30,22.92785,98.59098,0,98.49901,NAN,0.263,-0.2227141
13/02/2020 1.00,22.87721,98.20932,0,98.47962,280,0.128,-0.1948761
13/02/2020 1.30,22.72166,98.7979,0,98.45604,NAN,0.181,-0.1113593
13/02/2020 2.00,22.85682,97.2985,0,98.41738,293,0.257,-0.08351938
13/02/2020 2.30,22.83867,98.52249,0,98.39126,136,0.463,-0.1670398
13/02/2020 3.00,22.72393,98.38149,0,98.37773,171,0.3,-0.4176034
13/02/2020 3.30,22.62823,98.75777,0,98.36613,30,0.288,-0.2505632
13/02/2020 4.00,22.27094,99.98603,0,98.33951,116,0.224,-0.2784075
13/02/2020 4.30,22.07228,100,0,98.33495,94,0.211,-0.2505702
13/02/2020 5.00,21.88728,100,0,98.33614,277,0.368,-0.167049
13/02/2020 5.30,21.75217,100,0,98.33958,76,0.351,-0.05568241
13/02/2020 6.00,21.57385,100,0,98.35079,158,0.229,-0.2227352
13/02/2020 6.30,21.47954,100,0.202,98.3797,214,0.261,-5.96E-09
13/02/2020 7.00,21.35147,100,0,98.3945,125,0.251,7.21121
13/02/2020 7.30,21.29941,100,0,98.41189,183,0.391,51.3412
13/02/2020 8.00,21.35482,100,0,98.78846,248,0.265,151.56
13/02/2020 8.30,22.01111,100,0,98.4587,191,0.427,358.3885
13/02/2020 9.00,23.04296,99.97671,0,98.48216,165,0.573,661.9228
13/02/2020 9.30,25.00332,90.60166,0,98.51198,81,1.179,624.3488
13/02/2020 10.00,25.80526,85.40854,0,98.54142,1,1.093,593.0704
13/02/2020 10.30,26.47585,82.25784,0,98.54838,138,0.635,921.4
13/02/2020 11.00,27.04764,78.06138,0,98.54528,246,1.429,1034.677
13/02/2020 11.30,27.26965,77.80987,0,98.53165,76,1.01,824.6712
13/02/2020 12.00,27.5258,77.07992,0,98.50008,256,0.659,681.7726
13/02/2020 12.30,26.27283,86.35661,0.404,98.48302,103,0.958,379.5426
13/02/2020 13.00,26.95322,84.83263,0,98.44336,76,1.188,1692.39
13/02/2020 13.30,28.28244,74.56637,0,98.40205,69,1.494,1470.769
13/02/2020 14.00,28.77754,72.67957,0,98.36026,99,1.31,1649.569
13/02/2020 14.30,28.61384,73.46262,0,98.31393,29,1.746,1319.846
